"Time (s)","Latitude (°)","Longitude (°)","Height (m)","Velocity (m/s)","Direction (°)","Horizontal Accuracy (m)","Vertical Accuracy (m)"
1.981146333E2,5.140349132E1,-5.128409800E-1,1.752208731E1,0.000000000E0,NaN,4.288000107E0,6.000000000E0
1.991106024E2,5.140348916E1,-5.128416700E-1,1.745775678E1,0.000000000E0,NaN,4.288000107E0,6.000000000E0
2.001098314E2,5.140348717E1,-5.128407600E-1,1.756658492E1,0.000000000E0,NaN,4.288000107E0,6.000000000E0
2.011169606E2,5.140348283E1,-5.128406500E-1,1.844604345E1,0.000000000E0,NaN,3.216000080E0,6.000000000E0
2.021139148E2,5.140348088E1,-5.128413000E-1,1.889135638E1,0.000000000E0,NaN,3.216000080E0,6.000000000E0
2.031122922E2,5.140347754E1,-5.128413900E-1,2.047760112E1,3.499999940E-1,2.085000000E2,3.216000080E0,6.000000000E0
2.041142701E2,5.140347531E1,-5.128492600E-1,2.224156954E1,0.000000000E0,NaN,3.216000080E0,6.000000000E0
2.051151005E2,5.140347363E1,-5.128538000E-1,2.222929676E1,0.000000000E0,NaN,3.216000080E0,6.000000000E0
2.061186286E2,5.140347104E1,-5.128496100E-1,2.148461386E1,3.600000143E-1,2.085000000E2,3.216000080E0,6.000000000E0
2.071121432E2,5.140347060E1,-5.128442600E-1,2.276288027E1,1.500000060E-1,2.085000000E2,3.216000080E0,6.000000000E0
2.081112137E2,5.140347408E1,-5.128416300E-1,2.319623099E1,3.799999952E-1,2.085000000E2,3.216000080E0,6.000000000E0
2.091146310E2,5.140347654E1,-5.128405800E-1,2.301953395E1,3.600000143E-1,2.085000000E2,3.216000080E0,6.000000000E0
2.101116932E2,5.140347410E1,-5.128388900E-1,2.410980870E1,4.900000095E-1,2.085000000E2,3.216000080E0,6.000000000E0
2.111129745E2,5.140347098E1,-5.128398000E-1,2.303968017E1,2.500000000E-1,2.085000000E2,3.216000080E0,6.000000000E0
2.121169796E2,5.140346796E1,-5.128384600E-1,2.343604615E1,3.000000119E-1,2.085000000E2,3.216000080E0,6.000000000E0
