"Time (s)","Latitude (°)","Longitude (°)","Height (m)","Velocity (m/s)","Direction (°)","Horizontal Accuracy (m)","Vertical Accuracy (m)"
1.496839959E2,5.140344448E1,-5.162787700E-1,1.692878993E1,2.399999946E-1,2.153000031E2,9.648000717E0,6.000000000E0
1.506824999E2,5.140344132E1,-5.162794300E-1,1.881532679E1,2.899999917E-1,1.915000000E2,9.648000717E0,6.000000000E0
1.516831196E2,5.140343885E1,-5.162802700E-1,1.924776140E1,1.899999976E-1,2.035000000E2,1.072000027E1,6.000000000E0
1.526836021E2,5.140343881E1,-5.162816500E-1,2.004896816E1,4.099999964E-1,2.405000000E2,1.072000027E1,6.000000000E0
1.536831869E2,5.140344216E1,-5.162740300E-1,1.993953969E1,0.000000000E0,NaN,1.072000027E1,6.000000000E0
1.546831424E2,5.140344687E1,-5.162725300E-1,2.078481443E1,6.200000048E-1,3.541000061E2,1.072000027E1,6.000000000E0
1.556818184E2,5.140344973E1,-5.162709500E-1,2.070430922E1,0.000000000E0,NaN,1.072000027E1,6.000000000E0
1.566818209E2,5.140344978E1,-5.162699300E-1,2.070852192E1,0.000000000E0,NaN,1.072000027E1,6.000000000E0
1.576825747E2,5.140344982E1,-5.162694000E-1,2.070309044E1,0.000000000E0,NaN,1.072000027E1,6.000000000E0
1.586811998E2,5.140344997E1,-5.162705700E-1,2.029928025E1,5.500000119E-1,3.337999878E2,1.072000027E1,6.000000000E0
1.596811574E2,5.140344910E1,-5.162707600E-1,2.026284258E1,0.000000000E0,NaN,9.648000717E0,6.000000000E0
1.606821251E2,5.140344752E1,-5.162700100E-1,2.026577426E1,0.000000000E0,NaN,9.648000717E0,6.000000000E0
1.616827154E2,5.140344670E1,-5.162696900E-1,2.026821661E1,0.000000000E0,NaN,9.648000717E0,6.000000000E0
1.626825018E2,5.140344628E1,-5.162695300E-1,2.026443291E1,0.000000000E0,NaN,9.648000717E0,6.000000000E0
1.636811986E2,5.140344623E1,-5.162658700E-1,2.004257483E1,0.000000000E0,NaN,9.648000717E0,6.000000000E0
1.646831082E2,5.140344700E1,-5.162633200E-1,2.006943306E1,0.000000000E0,NaN,9.648000717E0,6.000000000E0
1.656813155E2,5.140344737E1,-5.162620600E-1,2.006180504E1,0.000000000E0,NaN,9.648000717E0,6.000000000E0
1.666806512E2,5.140344755E1,-5.162614600E-1,2.006540676E1,0.000000000E0,NaN,9.648000717E0,6.000000000E0
1.676803489E2,5.140344763E1,-5.162611800E-1,2.007425717E1,0.000000000E0,NaN,9.648000717E0,6.000000000E0
1.686804089E2,5.140344768E1,-5.162610100E-1,2.007498978E1,0.000000000E0,NaN,9.648000717E0,6.000000000E0
1.696795465E2,5.140344770E1,-5.162609400E-1,2.007120567E1,0.000000000E0,NaN,9.648000717E0,6.000000000E0
1.706810711E2,5.140344711E1,-5.162588100E-1,1.997574980E1,0.000000000E0,NaN,9.648000717E0,6.000000000E0
1.716809002E2,5.140344845E1,-5.162517400E-1,1.939683952E1,4.699999988E-1,5.900000095E0,1.072000027E1,6.000000000E0
1.726809068E2,5.140344721E1,-5.162505900E-1,1.821208838E1,2.399999946E-1,1.760000000E2,1.072000027E1,6.000000000E0
1.736812663E2,5.140344040E1,-5.162519800E-1,1.845208126E1,5.199999809E-1,1.728000031E2,1.072000027E1,6.000000000E0
1.746814846E2,5.140343415E1,-5.162556200E-1,1.892339415E1,0.000000000E0,NaN,1.072000027E1,6.000000000E0
1.756799818E2,5.140343792E1,-5.162525700E-1,2.058495566E1,3.499999940E-1,1.941999969E2,1.072000027E1,6.000000000E0
1.766827284E2,5.140343929E1,-5.162520400E-1,2.137426209E1,1.800000072E-1,1.209000015E2,1.072000027E1,6.000000000E0
1.776822028E2,5.140343530E1,-5.162575500E-1,2.072661359E1,0.000000000E0,NaN,1.072000027E1,6.000000000E0
1.786808209E2,5.140343340E1,-5.162608200E-1,2.077629326E1,0.000000000E0,NaN,1.072000027E1,6.000000000E0
1.796805599E2,5.140343244E1,-5.162624400E-1,2.077855011E1,0.000000000E0,NaN,1.072000027E1,6.000000000E0
1.806812356E2,5.140343196E1,-5.162632300E-1,2.078495810E1,0.000000000E0,NaN,1.072000027E1,6.000000000E0
1.816827831E2,5.140343172E1,-5.162636000E-1,2.078398122E1,0.000000000E0,NaN,1.072000027E1,6.000000000E0
1.826817568E2,5.140343156E1,-5.162637800E-1,2.078239418E1,0.000000000E0,NaN,1.072000027E1,6.000000000E0
1.836820085E2,5.140343142E1,-5.162638500E-1,2.078031899E1,0.000000000E0,NaN,1.072000027E1,6.000000000E0
1.846821105E2,5.140343134E1,-5.162638500E-1,2.078410322E1,0.000000000E0,NaN,1.072000027E1,6.000000000E0
1.856823034E2,5.140343128E1,-5.162637800E-1,2.077549739E1,0.000000000E0,NaN,1.072000027E1,6.000000000E0
1.866812886E2,5.140343121E1,-5.162638000E-1,2.077958677E1,0.000000000E0,NaN,1.072000027E1,6.000000000E0
1.876829400E2,5.140342965E1,-5.162659400E-1,2.028104989E1,3.000000119E-1,1.180000019E1,1.072000027E1,6.000000000E0
1.886810996E2,5.140342733E1,-5.162681800E-1,2.029484248E1,0.000000000E0,NaN,1.072000027E1,6.000000000E0
1.896815784E2,5.140342547E1,-5.162695100E-1,2.029569648E1,0.000000000E0,NaN,1.072000027E1,6.000000000E0
1.906810190E2,5.140342454E1,-5.162701400E-1,2.029856493E1,0.000000000E0,NaN,1.072000027E1,6.000000000E0
1.916805253E2,5.140342406E1,-5.162704300E-1,2.030259319E1,0.000000000E0,NaN,1.072000027E1,6.000000000E0
1.926828072E2,5.140342378E1,-5.162705800E-1,2.030204386E1,0.000000000E0,NaN,1.072000027E1,6.000000000E0
1.936810164E2,5.140342363E1,-5.162706600E-1,2.031339640E1,0.000000000E0,NaN,1.072000027E1,6.000000000E0
1.946830792E2,5.140342355E1,-5.162707100E-1,2.031736367E1,0.000000000E0,NaN,1.072000027E1,6.000000000E0
1.956789570E2,5.140342351E1,-5.162707400E-1,2.032609168E1,0.000000000E0,NaN,1.072000027E1,6.000000000E0
1.966801773E2,5.140342345E1,-5.162708000E-1,2.032798374E1,0.000000000E0,NaN,1.072000027E1,6.000000000E0
1.976795234E2,5.140342339E1,-5.162708400E-1,2.032566439E1,0.000000000E0,NaN,1.072000027E1,6.000000000E0
1.986798166E2,5.140342336E1,-5.162708700E-1,2.034012970E1,0.000000000E0,NaN,1.072000027E1,6.000000000E0
1.996793216E2,5.140342333E1,-5.162709000E-1,2.033689482E1,0.000000000E0,NaN,1.072000027E1,6.000000000E0
2.006798637E2,5.140342327E1,-5.162709600E-1,2.033933619E1,0.000000000E0,NaN,1.072000027E1,6.000000000E0
2.016822741E2,5.140342320E1,-5.162710200E-1,2.033744407E1,0.000000000E0,NaN,1.072000027E1,6.000000000E0
2.026799876E2,5.140342315E1,-5.162710600E-1,2.033402608E1,0.000000000E0,NaN,1.072000027E1,6.000000000E0
2.036792136E2,5.140342312E1,-5.162710700E-1,2.033073019E1,0.000000000E0,NaN,1.072000027E1,6.000000000E0
2.046821154E2,5.140342307E1,-5.162710700E-1,2.032694604E1,0.000000000E0,NaN,1.072000027E1,6.000000000E0
2.056804107E2,5.140342303E1,-5.162710600E-1,2.032908231E1,0.000000000E0,NaN,1.072000027E1,6.000000000E0
2.066798313E2,5.140342301E1,-5.162710600E-1,2.033262236E1,0.000000000E0,NaN,1.072000027E1,6.000000000E0
2.076795195E2,5.140342298E1,-5.162710400E-1,2.033567417E1,0.000000000E0,NaN,1.072000027E1,6.000000000E0
2.086789977E2,5.140342293E1,-5.162710300E-1,2.033201210E1,0.000000000E0,NaN,1.072000027E1,6.000000000E0
2.096793706E2,5.140342289E1,-5.162710500E-1,2.033414833E1,0.000000000E0,NaN,1.072000027E1,6.000000000E0
2.106825931E2,5.140342281E1,-5.162711100E-1,2.032975378E1,0.000000000E0,NaN,1.072000027E1,6.000000000E0
2.116811088E2,5.140342274E1,-5.162711300E-1,2.033774940E1,0.000000000E0,NaN,1.072000027E1,6.000000000E0
2.126812870E2,5.140342265E1,-5.162711800E-1,2.033640662E1,0.000000000E0,NaN,1.072000027E1,6.000000000E0
2.136815342E2,5.140342254E1,-5.162712200E-1,2.033738321E1,0.000000000E0,NaN,1.072000027E1,6.000000000E0
2.146820344E2,5.140342243E1,-5.162713200E-1,2.034543979E1,0.000000000E0,NaN,1.072000027E1,6.000000000E0
2.156802224E2,5.140342242E1,-5.162713300E-1,2.035117709E1,0.000000000E0,NaN,1.072000027E1,6.000000000E0
2.166807432E2,5.140342235E1,-5.162714100E-1,2.035532742E1,0.000000000E0,NaN,1.072000027E1,6.000000000E0
2.176804327E2,5.140342104E1,-5.162737100E-1,2.083817445E1,0.000000000E0,NaN,1.072000027E1,6.000000000E0
