"Time (s)","Latitude (°)","Longitude (°)","Height (m)","Velocity (m/s)","Direction (°)","Horizontal Accuracy (m)","Vertical Accuracy (m)"
1.985466927E2,5.140440502E1,-5.150744900E-1,8.808551494E0,0.000000000E0,NaN,3.216000080E0,6.000000000E0
1.995448122E2,5.140440383E1,-5.150739600E-1,9.006306853E0,0.000000000E0,NaN,3.216000080E0,6.000000000E0
2.005472490E2,5.140440201E1,-5.150643800E-1,9.855929674E0,9.599999785E-1,1.151999969E2,3.216000080E0,6.000000000E0
2.015418418E2,5.140440027E1,-5.150534500E-1,9.929492159E0,5.400000215E-1,1.070000000E2,3.216000080E0,6.000000000E0
2.025480337E2,5.140440030E1,-5.150481600E-1,9.075739145E0,2.300000042E-1,8.000000000E1,3.216000080E0,6.000000000E0
2.035542232E2,5.140440043E1,-5.150435500E-1,9.387573574E0,5.299999714E-1,1.046999969E2,3.216000080E0,6.000000000E0
2.045479585E2,5.140439862E1,-5.150339900E-1,9.570509351E0,9.599999785E-1,9.469999695E1,3.216000080E0,6.000000000E0
2.055461255E2,5.140439216E1,-5.150256700E-1,8.899320589E0,1.039999962E0,2.140000000E2,3.216000080E0,6.000000000E0
2.065460986E2,5.140438439E1,-5.150259600E-1,9.129244706E0,1.009999990E0,1.765000000E2,3.216000080E0,6.000000000E0
2.075480285E2,5.140437557E1,-5.150327500E-1,8.644073296E0,9.800000191E-1,2.026999969E2,3.216000080E0,6.000000000E0
2.085419610E2,5.140436714E1,-5.150403700E-1,8.548610042E0,9.900000095E-1,1.951999969E2,3.216000080E0,6.000000000E0
2.095475737E2,5.140435936E1,-5.150479900E-1,8.119833378E0,9.700000286E-1,2.030000000E2,3.216000080E0,6.000000000E0
